question_id,title_ind,title_en,question_ind,question_en,question_code,reference_solution,expected_output,week,source_no,order_no,active,data_status,question_type,source_system,source_key,source_code,level,short_description_ind,short_description_en,content_blocks_ind,content_blocks_en,sample_inputs,sample_outputs,probe_no,target_misconception_id,input_description_ind,input_description_en,output_description_ind,output_description_en,io_content_type,test_cases_json,options_json,correct_option_label,evidence_available,lms_question_id,display_question_code
Q245,lulus CLO,lulus CLO,"Baca tiga nilai riil CLO1, CLO2, dan CLO3 berulang kali. Hentikan tanpa output untuk triple terminator jika sedikitnya satu nilai negatif. Untuk setiap triple valid, keluarkan true hanya jika ketiga nilai masing-masing lebih besar dari 50; nilai tepat 50 menghasilkan false.","Repeatedly read three real scores CLO1, CLO2, and CLO3. Stop without output for the terminating triple when at least one score is negative. For each valid triple, output true only when all three scores are strictly greater than 50; a score equal to 50 produces false.",042,"program CLOPass
  kamus
  clo1, clo2, clo3 : real
  passed : boolean
  algoritma
  input(clo1, clo2, clo3)
  while ((clo1 >= 0) and (clo2 >= 0)) and (clo3 >= 0) do
  passed <- ((clo1 > 50) and (clo2 > 50)) and (clo3 > 50)
  output(passed)
  input(clo1, clo2, clo3)
  endwhile
  endprogram","1) -1,60,60 -> no output
  2) 51,51,51; -1,0,0 -> true
  3) 50,80,90; -1,0,0 -> false
  4) 75,42,25; 90,98,81; 90,-31,72 -> false; true
  
  Kasus 3 membedakan > dari >=; terminator tidak boleh menghasilkan output.",W11-12,307,245,TRUE,ready,PS,LMS,LMS-PS-10624142,042.ANO,Challenger,"Baca tiga nilai riil CLO1, CLO2, dan CLO3 berulang kali.","Repeatedly read three real scores CLO1, CLO2, and CLO3.","[{""type"": ""text"", ""content"": ""Baca tiga nilai riil CLO1, CLO2, dan CLO3 berulang kali. Hentikan tanpa output untuk triple terminator jika sedikitnya satu nilai negatif. Untuk setiap triple valid, keluarkan true hanya jika ketiga nilai masing-masing lebih besar dari 50; nilai tepat 50 menghasilkan false.""}]","[{""type"": ""text"", ""content"": ""Repeatedly read three real scores CLO1, CLO2, and CLO3. Stop without output for the terminating triple when at least one score is negative. For each valid triple, output true only when all three scores are strictly greater than 50; a score equal to 50 produces false.""}]","[""-1,60,60 -> no output"", ""51,51,51; -1,0,0 -> true"", ""50,80,90; -1,0,0 -> false"", ""75,42,25; 90,98,81; 90,-31,72 -> false; true\nKasus 3 membedakan > dari >=; terminator tidak boleh menghasilkan output.""]","["""", """", """", """"]",,,"Baca tiga nilai riil CLO1, CLO2, dan CLO3 berulang kali.","read three real scores CLO1, CLO2, and CLO3.",keluarkan true hanya jika ketiga nilai masing-masing lebih besar dari 50; nilai tepat 50 menghasilkan false.,for the terminating triple when at least one score is negative.,text+table,"[{""case_no"": 1, ""input"": ""-1,60,60 -> no output"", ""output"": """"}, {""case_no"": 2, ""input"": ""51,51,51; -1,0,0 -> true"", ""output"": """"}, {""case_no"": 3, ""input"": ""50,80,90; -1,0,0 -> false"", ""output"": """"}, {""case_no"": 4, ""input"": ""75,42,25; 90,98,81; 90,-31,72 -> false; true\nKasus 3 membedakan > dari >=; terminator tidak boleh menghasilkan output."", ""output"": """"}]",,,TRUE,10624142,10624142
Q246,greater than last num,greater than last num,"Baca deret bilangan bulat. Hitung banyak nilai awal yang diterima sebelum nilai saat ini menjadi lebih besar daripada nilai sebelumnya, dengan maksimum count 10. Nilai pemicu kenaikan dibaca untuk menentukan berhenti tetapi tidak dihitung pada output, sesuai historical grader.","Read a sequence of integers. Count the accepted initial values before the current value becomes greater than the previous value, with a maximum count of 10. The increasing trigger value is read to determine termination but is not included in the output count, following the historical grader.",,"program CountBeforeIncrease
  kamus
  previous, current, count : integer
  algoritma
  input(current)
  count <- 0
  repeat
  previous <- current
  count <- count + 1
  input(current)
  until (current > previous) or (count >= 10)
  output(count)
  endprogram","1) 91,85,73,65,53,42,33,26,11,9,3,12 -> 10
  2) 5,4,3,4 -> 3
  3) 1,2 -> 1
  4) 33,5,4,12 -> 3
  
  Kasus 1 menguji maksimum 10; kasus 3 menguji berhenti pada perbandingan pertama.",W11-12,308,246,TRUE,ready,PS,LMS,LMS-PS-10624149,053.ANO,Challenger,"Baca deret bilangan bulat. Hitung banyak nilai awal yang diterima sebelum nilai saat ini menjadi lebih besar daripada nilai sebelumnya, dengan maksimum count 10.","Read a sequence of integers. Count the accepted initial values before the current value becomes greater than the previous value, with a maximum count of 10.","[{""type"": ""text"", ""content"": ""Baca deret bilangan bulat. Hitung banyak nilai awal yang diterima sebelum nilai saat ini menjadi lebih besar daripada nilai sebelumnya, dengan maksimum count 10. Nilai pemicu kenaikan dibaca untuk menentukan berhenti tetapi tidak dihitung pada output, sesuai historical grader.""}]","[{""type"": ""text"", ""content"": ""Read a sequence of integers. Count the accepted initial values before the current value becomes greater than the previous value, with a maximum count of 10. The increasing trigger value is read to determine termination but is not included in the output count, following the historical grader.""}]","[""91,85,73,65,53,42,33,26,11,9,3,12 -> 10"", ""5,4,3,4 -> 3"", ""1,2 -> 1"", ""33,5,4,12 -> 3\nKasus 1 menguji maksimum 10; kasus 3 menguji berhenti pada perbandingan pertama.""]","["""", """", """", """"]",,,Baca deret bilangan bulat.,Read a sequence of integers.,"Hitung banyak nilai awal yang diterima sebelum nilai saat ini menjadi lebih besar daripada nilai sebelumnya, dengan maksimum count 10.","count, following the historical grader.",text+table,"[{""case_no"": 1, ""input"": ""91,85,73,65,53,42,33,26,11,9,3,12 -> 10"", ""output"": """"}, {""case_no"": 2, ""input"": ""5,4,3,4 -> 3"", ""output"": """"}, {""case_no"": 3, ""input"": ""1,2 -> 1"", ""output"": """"}, {""case_no"": 4, ""input"": ""33,5,4,12 -> 3\nKasus 1 menguji maksimum 10; kasus 3 menguji berhenti pada perbandingan pertama."", ""output"": """"}]",,,TRUE,10624149,10624149
Q247,Count even numbers,Count even numbers,"Baca bilangan bulat berulang kali sampai sentinel 0. Hitung banyak bilangan genap sebelum sentinel, termasuk bilangan genap negatif. Sentinel tidak ikut dihitung. Keluarkan count.","Repeatedly read integers until the sentinel 0. Count the even values before the sentinel, including negative even integers. Do not count the sentinel. Output the count.",062,"program CountEven
  kamus
  n, count : integer
  algoritma
  count <- 0
  input(n)
  while n != 0 do
  count <- count + 1 - (n & 1)
  input(n)
  endwhile
  output(count)
  endprogram","1) -1, 2, -3, 4, 5, 0 -> 2
  
  2) -9, -8, -6, -7, -3, -4, -99999999999999, -1111111111111111, 0 -> 3
  
  3) 111111111112, 2222222222222, 33333333333, 444444444, 11111123, 0 -> 3
  
  4) 0 -> 0
  
  5) 10, 20, 300, -8, -10, 0 -> 5
  
  6) 11, -13, 17, 123123123, -999191919, 0 -> 0",W11-12,309,247,TRUE,ready,PS,LMS,LMS-PS-10624152,062.JMT,Ultimate,Baca bilangan bulat berulang kali sampai sentinel 0.,Repeatedly read integers until the sentinel 0.,"[{""type"": ""text"", ""content"": ""Baca bilangan bulat berulang kali sampai sentinel 0. Hitung banyak bilangan genap sebelum sentinel, termasuk bilangan genap negatif. Sentinel tidak ikut dihitung. Keluarkan count.""}]","[{""type"": ""text"", ""content"": ""Repeatedly read integers until the sentinel 0. Count the even values before the sentinel, including negative even integers. Do not count the sentinel. Output the count.""}]","[""-1, 2, -3, 4, 5, 0 -> 2"", ""-9, -8, -6, -7, -3, -4, -99999999999999, -1111111111111111, 0 -> 3"", ""111111111112, 2222222222222, 33333333333, 444444444, 11111123, 0 -> 3"", ""0 -> 0"", ""10, 20, 300, -8, -10, 0 -> 5"", ""11, -13, 17, 123123123, -999191919, 0 -> 0""]","["""", """", """", """", """", """"]",,,Baca bilangan bulat berulang kali sampai sentinel 0.,read integers until the sentinel 0.,Keluarkan count.,the count.,text+table,"[{""case_no"": 1, ""input"": ""-1, 2, -3, 4, 5, 0 -> 2"", ""output"": """"}, {""case_no"": 2, ""input"": ""-9, -8, -6, -7, -3, -4, -99999999999999, -1111111111111111, 0 -> 3"", ""output"": """"}, {""case_no"": 3, ""input"": ""111111111112, 2222222222222, 33333333333, 444444444, 11111123, 0 -> 3"", ""output"": """"}, {""case_no"": 4, ""input"": ""0 -> 0"", ""output"": """"}, {""case_no"": 5, ""input"": ""10, 20, 300, -8, -10, 0 -> 5"", ""output"": """"}, {""case_no"": 6, ""input"": ""11, -13, 17, 123123123, -999191919, 0 -> 0"", ""output"": """"}]",,,FALSE,10624152,10624152
Q248,Count positive numbers,Count positive numbers,Baca bilangan bulat berulang kali sampai sentinel 0. Hitung banyak bilangan positif sebelum sentinel; bilangan negatif tidak dihitung dan sentinel tidak dihitung. Keluarkan count bilangan positif.,Repeatedly read integers until the sentinel 0. Count the positive values before the sentinel; do not count negative values or the sentinel. Output the positive-value count.,063,"program CountPositiveNumbers
  kamus
  n, count : integer
  algoritma
  count <- 0
  input(n)
  
  while n != 0 do
  if n > 0 then
  count <- count + 1
  endif
  input(n)
  endwhile
  
  output(count)
  endprogram","1) -1,2,-3,4,5,0 -> 3
  2) -9,-8,-6,-7,-3,-4,-9999999999,-1111111111,0 -> 0
  3) 1111111112,22222222,333333333,444444444,11111123,0 -> 5
  4) 0 -> 0
  5) 10,20,300,-8,-10,0 -> 3
  6) 11,-13,17,123123123,-999191919,0 -> 3",W11-12,310,248,TRUE,ready,PS,LMS,LMS-PS-10624154,063.JMT,Ultimate,Baca bilangan bulat berulang kali sampai sentinel 0.,Repeatedly read integers until the sentinel 0.,"[{""type"": ""text"", ""content"": ""Baca bilangan bulat berulang kali sampai sentinel 0. Hitung banyak bilangan positif sebelum sentinel; bilangan negatif tidak dihitung dan sentinel tidak dihitung. Keluarkan count bilangan positif.""}]","[{""type"": ""text"", ""content"": ""Repeatedly read integers until the sentinel 0. Count the positive values before the sentinel; do not count negative values or the sentinel. Output the positive-value count.""}]","[""-1,2,-3,4,5,0 -> 3"", ""-9,-8,-6,-7,-3,-4,-9999999999,-1111111111,0 -> 0"", ""1111111112,22222222,333333333,444444444,11111123,0 -> 5"", ""0 -> 0"", ""10,20,300,-8,-10,0 -> 3"", ""11,-13,17,123123123,-999191919,0 -> 3""]","["""", """", """", """", """", """"]",,,Baca bilangan bulat berulang kali sampai sentinel 0.,read integers until the sentinel 0.,Keluarkan count bilangan positif.,the positive-value count.,text+table,"[{""case_no"": 1, ""input"": ""-1,2,-3,4,5,0 -> 3"", ""output"": """"}, {""case_no"": 2, ""input"": ""-9,-8,-6,-7,-3,-4,-9999999999,-1111111111,0 -> 0"", ""output"": """"}, {""case_no"": 3, ""input"": ""1111111112,22222222,333333333,444444444,11111123,0 -> 5"", ""output"": """"}, {""case_no"": 4, ""input"": ""0 -> 0"", ""output"": """"}, {""case_no"": 5, ""input"": ""10,20,300,-8,-10,0 -> 3"", ""output"": """"}, {""case_no"": 6, ""input"": ""11,-13,17,123123123,-999191919,0 -> 3"", ""output"": """"}]",,,FALSE,10624154,10624154
Q249,Assignment dan perbandingan kesetaraan tertukar: Kasus 1,Assignment and equality comparison are confused: Case 1,Variabel s bertipe Boolean dan sudah bernilai true. Header while manakah yang benar untuk menjalankan body selama s masih bernilai true?,"The Boolean variable s is already true. Which while header correctly executes the body while s remains true?
  
  s <- true
  
  [header while]
  output(""lanjut"")
  endwhile",,while s == true do,Kunci: B,W11-12,341,249,TRUE,ready,MP,LMS,LMS-MP-W11-12-OP-01-Q1,OP-01,,Uji pemahaman tentang Assignment dan perbandingan kesetaraan tertukar. Variabel s bertipe Boolean dan sudah bernilai true.,Assess understanding of Assignment and equality comparison are confused. The Boolean variable s is already true.,"[{""type"": ""text"", ""content"": ""Variabel s bertipe Boolean dan sudah bernilai true. Header while manakah yang benar untuk menjalankan body selama s masih bernilai true?""}]","[{""type"": ""text"", ""content"": ""The Boolean variable s is already true. Which while header correctly executes the body while s remains true?""}, {""type"": ""code"", ""content"": ""s <- true""}, {""type"": ""text"", ""content"": ""[header while]""}, {""type"": ""code"", ""content"": ""output(\""lanjut\"")\n endwhile""}]",[],[],1,OP-01,,,,,none,,"[{""answer_id"": ""A777"", ""label"": ""A"", ""text"": ""while s = true do"", ""is_correct"": false, ""misconceptions"": [""OP-01""]}, {""answer_id"": ""A778"", ""label"": ""B"", ""text"": ""while s == true do"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A779"", ""label"": ""C"", ""text"": ""while s <- true do"", ""is_correct"": false, ""misconceptions"": [""OP-01""]}, {""answer_id"": ""A780"", ""label"": ""D"", ""text"": ""while not s do"", ""is_correct"": false, ""misconceptions"": []}]",B,TRUE,,MP-OP-01-1
Q250,Assignment dan perbandingan kesetaraan tertukar: Kasus 2,Assignment and equality comparison are confused: Case 2,Program repeat-until harus berhenti ketika guess sama dengan secret. Kondisi manakah yang tepat?,"A repeat-until program must stop when guess equals secret. Which condition is correct?
  
  repeat
  input(guess)
  until [condition]",,guess == secret,Kunci: D,W11-12,342,250,TRUE,ready,MP,LMS,LMS-MP-W11-12-OP-01-Q2,OP-01,,Uji pemahaman tentang Assignment dan perbandingan kesetaraan tertukar.,Assess understanding of Assignment and equality comparison are confused. A repeat-until program must stop when guess equals secret.,"[{""type"": ""text"", ""content"": ""Program repeat-until harus berhenti ketika guess sama dengan secret. Kondisi manakah yang tepat?""}]","[{""type"": ""text"", ""content"": ""A repeat-until program must stop when guess equals secret. Which condition is correct?""}, {""type"": ""code"", ""content"": ""repeat\n input(guess)\n until [condition]""}]",[],[],2,OP-01,,,,,none,,"[{""answer_id"": ""A781"", ""label"": ""A"", ""text"": ""guess = secret"", ""is_correct"": false, ""misconceptions"": [""OP-01""]}, {""answer_id"": ""A782"", ""label"": ""B"", ""text"": ""guess != secret"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A783"", ""label"": ""C"", ""text"": ""secret <- guess"", ""is_correct"": false, ""misconceptions"": [""OP-01""]}, {""answer_id"": ""A784"", ""label"": ""D"", ""text"": ""guess == secret"", ""is_correct"": true, ""misconceptions"": []}]",D,TRUE,,MP-OP-01-2
Q251,Connector Boolean untuk rentang digunakan secara keliru: Kasus 1,The wrong Boolean connector is used for interval bounds: Case 1,"Loop harus terus berjalan selama guess berbeda dari bilangan rahasia, berbeda dari digit puluhan, dan berbeda dari digit satuan. Kondisi continuation manakah yang tepat?","The loop must continue while guess differs from the secret number, the tens digit, and the ones digit. Which continuation condition is correct?",,guess != secret and guess != tens and guess != ones,Kunci: C,W11-12,343,251,TRUE,ready,MP,LMS,LMS-MP-W11-12-EX-05-Q1,EX-05,,"Uji pemahaman tentang Connector Boolean untuk rentang digunakan secara keliru. Loop harus terus berjalan selama guess berbeda dari bilangan rahasia, berbeda dari digit puluhan, dan berbeda dari digit satuan.","Assess understanding of The wrong Boolean connector is used for interval bounds. The loop must continue while guess differs from the secret number, the tens digit, and the ones digit.","[{""type"": ""text"", ""content"": ""Loop harus terus berjalan selama guess berbeda dari bilangan rahasia, berbeda dari digit puluhan, dan berbeda dari digit satuan. Kondisi continuation manakah yang tepat?""}]","[{""type"": ""text"", ""content"": ""The loop must continue while guess differs from the secret number, the tens digit, and the ones digit. Which continuation condition is correct?""}]",[],[],1,EX-05,,,,,none,,"[{""answer_id"": ""A785"", ""label"": ""A"", ""text"": ""guess != secret or guess != tens or guess != ones"", ""is_correct"": false, ""misconceptions"": [""EX-05""]}, {""answer_id"": ""A786"", ""label"": ""B"", ""text"": ""guess == secret or guess == tens or guess == ones"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A787"", ""label"": ""C"", ""text"": ""guess != secret and guess != tens and guess != ones"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A788"", ""label"": ""D"", ""text"": ""guess != secret and (guess != tens or guess != ones)"", ""is_correct"": false, ""misconceptions"": [""EX-05""]}]",C,TRUE,,MP-EX-05-1
Q252,Connector Boolean untuk rentang digunakan secara keliru: Kasus 2,The wrong Boolean connector is used for interval bounds: Case 2,Repeat-until harus berhenti ketika total sudah lebih dari 100 ATAU count sudah mencapai 10. Kondisi manakah yang tepat?,"A repeat-until loop must stop when total is greater than 100 OR count has reached 10. Which condition is correct?
  
  repeat
  ...
  until [condition]",,total > 100 or count == 10,Kunci: A,W11-12,344,252,TRUE,ready,MP,LMS,LMS-MP-W11-12-EX-05-Q2,EX-05,,Uji pemahaman tentang Connector Boolean untuk rentang digunakan secara keliru.,Assess understanding of The wrong Boolean connector is used for interval bounds. A repeat-until loop must stop when total is greater than 100 OR count has reached 10.,"[{""type"": ""text"", ""content"": ""Repeat-until harus berhenti ketika total sudah lebih dari 100 ATAU count sudah mencapai 10. Kondisi manakah yang tepat?""}]","[{""type"": ""text"", ""content"": ""A repeat-until loop must stop when total is greater than 100 OR count has reached 10. Which condition is correct?""}, {""type"": ""code"", ""content"": ""repeat""}, {""type"": ""text"", ""content"": ""...""}, {""type"": ""code"", ""content"": ""until [condition]""}]",[],[],2,EX-05,,,,,none,,"[{""answer_id"": ""A789"", ""label"": ""A"", ""text"": ""total > 100 or count == 10"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A790"", ""label"": ""B"", ""text"": ""total > 100 and count == 10"", ""is_correct"": false, ""misconceptions"": [""EX-05""]}, {""answer_id"": ""A791"", ""label"": ""C"", ""text"": ""total <= 100 and count < 10"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A792"", ""label"": ""D"", ""text"": ""total > 100 and count < 10"", ""is_correct"": false, ""misconceptions"": [""EX-05""]}]",A,TRUE,,MP-EX-05-2
Q253,Batas inklusif dan eksklusif tertukar: Kasus 1,Inclusive and exclusive boundaries are confused: Case 1,Variabel i dimulai dari 13 dan bertambah satu setiap iterasi. Program harus memproses semua nilai sampai dan termasuk 1000. Kondisi while manakah yang tepat?,Variable i starts at 13 and increases by one each iteration. The program must process every value up to and including 1000. Which while condition is correct?,,i <= 1000,Kunci: D,W11-12,345,253,TRUE,ready,MP,LMS,LMS-MP-W11-12-OP-11-Q1,OP-11,,Uji pemahaman tentang Batas inklusif dan eksklusif tertukar. Variabel i dimulai dari 13 dan bertambah satu setiap iterasi.,Assess understanding of Inclusive and exclusive boundaries are confused. Variable i starts at 13 and increases by one each iteration.,"[{""type"": ""text"", ""content"": ""Variabel i dimulai dari 13 dan bertambah satu setiap iterasi. Program harus memproses semua nilai sampai dan termasuk 1000. Kondisi while manakah yang tepat?""}]","[{""type"": ""text"", ""content"": ""Variable i starts at 13 and increases by one each iteration. The program must process every value up to and including 1000. Which while condition is correct?""}]",[],[],1,OP-11,,,,,none,,"[{""answer_id"": ""A793"", ""label"": ""A"", ""text"": ""i < 1000"", ""is_correct"": false, ""misconceptions"": [""OP-11""]}, {""answer_id"": ""A794"", ""label"": ""B"", ""text"": ""i > 1000"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A795"", ""label"": ""C"", ""text"": ""i >= 1000"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A796"", ""label"": ""D"", ""text"": ""i <= 1000"", ""is_correct"": true, ""misconceptions"": []}]",D,TRUE,,MP-OP-11-1
Q254,Batas inklusif dan eksklusif tertukar: Kasus 2,Inclusive and exclusive boundaries are confused: Case 2,"count dimulai dari 0 dan dinaikkan satu kali pada setiap body. Jika tidak ada kondisi berhenti lain, body harus dijalankan tepat 10 kali. Kondisi manakah yang tepat?","count starts at 0 and is incremented once in each body. If there is no other stopping condition, the body must execute exactly 10 times. Which condition is correct?
  
  count <- 0
  while [condition] do
  ...
  count <- count + 1
  endwhile",,count < 10,Kunci: B,W11-12,346,254,TRUE,ready,MP,LMS,LMS-MP-W11-12-OP-11-Q2,OP-11,,Uji pemahaman tentang Batas inklusif dan eksklusif tertukar. count dimulai dari 0 dan dinaikkan satu kali pada setiap body.,Assess understanding of Inclusive and exclusive boundaries are confused. count starts at 0 and is incremented once in each body.,"[{""type"": ""text"", ""content"": ""count dimulai dari 0 dan dinaikkan satu kali pada setiap body. Jika tidak ada kondisi berhenti lain, body harus dijalankan tepat 10 kali. Kondisi manakah yang tepat?""}]","[{""type"": ""text"", ""content"": ""count starts at 0 and is incremented once in each body. If there is no other stopping condition, the body must execute exactly 10 times. Which condition is correct?""}, {""type"": ""code"", ""content"": ""count <- 0\n while [condition] do""}, {""type"": ""text"", ""content"": ""...""}, {""type"": ""code"", ""content"": ""count <- count + 1\n endwhile""}]",[],[],2,OP-11,,,,,none,,"[{""answer_id"": ""A797"", ""label"": ""A"", ""text"": ""count <= 10"", ""is_correct"": false, ""misconceptions"": [""OP-11""]}, {""answer_id"": ""A798"", ""label"": ""B"", ""text"": ""count < 10"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A799"", ""label"": ""C"", ""text"": ""count > 10"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A800"", ""label"": ""D"", ""text"": ""count < 9"", ""is_correct"": false, ""misconceptions"": [""OP-11""]}]",B,TRUE,,MP-OP-11-2
Q255,Hasil perhitungan dianggap otomatis menjadi output: Kasus 1,A computed result is assumed to become output automatically: Case 1,"Sebuah algoritma selesai menghitung count, kemudian program berakhir tanpa menjalankan instruksi output. Apa yang terlihat oleh pengguna?",An algorithm finishes computing count and then ends without executing an output statement. What does the user see?,,Tidak ada keluaran / No output,Kunci: C,W11-12,347,255,TRUE,ready,MP,LMS,LMS-MP-W11-12-IO-05-Q1,IO-05,,"Uji pemahaman tentang Hasil perhitungan dianggap otomatis menjadi output. Sebuah algoritma selesai menghitung count, kemudian program berakhir tanpa menjalankan instruksi output.",Assess understanding of A computed result is assumed to become output automatically. An algorithm finishes computing count and then ends without executing an output statement.,"[{""type"": ""text"", ""content"": ""Sebuah algoritma selesai menghitung count, kemudian program berakhir tanpa menjalankan instruksi output. Apa yang terlihat oleh pengguna?""}]","[{""type"": ""text"", ""content"": ""An algorithm finishes computing count and then ends without executing an output statement. What does the user see?""}]",[],[],1,IO-05,,,,,none,,"[{""answer_id"": ""A801"", ""label"": ""A"", ""text"": ""Nilai akhir count / The final value of count"", ""is_correct"": false, ""misconceptions"": [""IO-05""]}, {""answer_id"": ""A802"", ""label"": ""B"", ""text"": ""Seluruh nilai antara count / All intermediate values of count"", ""is_correct"": false, ""misconceptions"": [""IO-05""]}, {""answer_id"": ""A803"", ""label"": ""C"", ""text"": ""Tidak ada keluaran / No output"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A804"", ""label"": ""D"", ""text"": ""Pesan error karena count tidak dicetak / An error because count is not printed"", ""is_correct"": false, ""misconceptions"": []}]",C,TRUE,,MP-IO-05-1
Q256,Hasil perhitungan dianggap otomatis menjadi output: Kasus 2,A computed result is assumed to become output automatically: Case 2,Program harus menampilkan total tepat satu kali setelah seluruh input selesai diproses. Penempatan output manakah yang tepat?,The program must display total exactly once after all inputs have been processed. Which output placement is correct?,,output(total) setelah endwhile / after endwhile,Kunci: A,W11-12,348,256,TRUE,ready,MP,LMS,LMS-MP-W11-12-IO-05-Q2,IO-05,,Uji pemahaman tentang Hasil perhitungan dianggap otomatis menjadi output.,Assess understanding of A computed result is assumed to become output automatically. The program must display total exactly once after all inputs have been processed.,"[{""type"": ""text"", ""content"": ""Program harus menampilkan total tepat satu kali setelah seluruh input selesai diproses. Penempatan output manakah yang tepat?""}]","[{""type"": ""text"", ""content"": ""The program must display total exactly once after all inputs have been processed. Which output placement is correct?""}]",[],[],2,IO-05,,,,,none,,"[{""answer_id"": ""A805"", ""label"": ""A"", ""text"": ""output(total) setelah endwhile / after endwhile"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A806"", ""label"": ""B"", ""text"": ""Tidak perlu output karena total sudah dihitung. / No output is needed because total has been computed."", ""is_correct"": false, ""misconceptions"": [""IO-05""]}, {""answer_id"": ""A807"", ""label"": ""C"", ""text"": ""output(total) di dalam body pada setiap iterasi / inside the body on every iteration"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A808"", ""label"": ""D"", ""text"": ""output(n) setelah endwhile / after endwhile"", ""is_correct"": false, ""misconceptions"": []}]",A,TRUE,,MP-IO-05-2
Q257,Urutan eksekusi dianggap dapat berubah: Kasus 1,Execution order is assumed to be changeable: Case 1,"Pada awal body, x sudah berisi data valid yang harus diproses. Urutan manakah yang memproses x saat ini sebelum membaca data berikutnya?","At the start of the body, x already contains a valid value that must be processed. Which order processes the current x before reading the next value?",,total <- total + x; count <- count + 1; input(x),Kunci: B,W11-12,349,257,TRUE,ready,MP,LMS,LMS-MP-W11-12-SQ-01-Q1,SQ-01,,"Uji pemahaman tentang Urutan eksekusi dianggap dapat berubah. Pada awal body, x sudah berisi data valid yang harus diproses.","Assess understanding of Execution order is assumed to be changeable. At the start of the body, x already contains a valid value that must be processed.","[{""type"": ""text"", ""content"": ""Pada awal body, x sudah berisi data valid yang harus diproses. Urutan manakah yang memproses x saat ini sebelum membaca data berikutnya?""}]","[{""type"": ""text"", ""content"": ""At the start of the body, x already contains a valid value that must be processed. Which order processes the current x before reading the next value?""}]",[],[],1,SQ-01,,,,,none,,"[{""answer_id"": ""A809"", ""label"": ""A"", ""text"": ""input(x); total <- total + x; count <- count + 1"", ""is_correct"": false, ""misconceptions"": [""SQ-01""]}, {""answer_id"": ""A810"", ""label"": ""B"", ""text"": ""total <- total + x; count <- count + 1; input(x)"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A811"", ""label"": ""C"", ""text"": ""count <- count + 1; input(x); total <- total + x"", ""is_correct"": false, ""misconceptions"": [""SQ-01""]}, {""answer_id"": ""A812"", ""label"": ""D"", ""text"": ""input(x)"", ""is_correct"": false, ""misconceptions"": []}]",B,TRUE,,MP-SQ-01-1
Q258,Urutan eksekusi dianggap dapat berubah: Kasus 2,Execution order is assumed to be changeable: Case 2,"Program menampilkan digit bilangan dari kanan ke kiri. Pada setiap iterasi, urutan manakah yang tepat?",A program displays a number's digits from right to left. Which order is correct in each iteration?,,digit <- n mod 10; output(digit); n <- n div 10,Kunci: D,W11-12,350,258,TRUE,ready,MP,LMS,LMS-MP-W11-12-SQ-01-Q2,SQ-01,,Uji pemahaman tentang Urutan eksekusi dianggap dapat berubah.,Assess understanding of Execution order is assumed to be changeable. A program displays a number's digits from right to left.,"[{""type"": ""text"", ""content"": ""Program menampilkan digit bilangan dari kanan ke kiri. Pada setiap iterasi, urutan manakah yang tepat?""}]","[{""type"": ""text"", ""content"": ""A program displays a number's digits from right to left. Which order is correct in each iteration?""}]",[],[],2,SQ-01,,,,,none,,"[{""answer_id"": ""A813"", ""label"": ""A"", ""text"": ""n <- n div 10; digit <- n mod 10; output(digit)"", ""is_correct"": false, ""misconceptions"": [""SQ-01""]}, {""answer_id"": ""A814"", ""label"": ""B"", ""text"": ""digit <- n mod 10; n <- n div 10; output(n)"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A815"", ""label"": ""C"", ""text"": ""output(digit); digit <- n mod 10; n <- n div 10"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A816"", ""label"": ""D"", ""text"": ""digit <- n mod 10; output(digit); n <- n div 10"", ""is_correct"": true, ""misconceptions"": []}]",D,TRUE,,MP-SQ-01-2
